keyword,label
look like,26321
stars look,26321
city see,26322
city it see,26322
it city,26322
it city,26322
it city see,26322
city stars it,26322
i never,26323
new never i,26323
york new i,26323
york new,26323
new york,26323
never york i,26323
you me tell,26324
? tell,26324
everything ? want,26324
yourself tell ?,26324
you tell,26324
me you,26324
like i clothes,26325
😄 like,26325
clothes 😄 i,26325
like i 😄,26325
like i clothes,26325
like 😄,26325
? me,26326
something make me,26326
me something,26326
make ?,26326
make something,26326
make ? can,26326
do love would,26327
would i,26327
do love,26327
would do,26327
i do would,26327
do love,26327
need shirt,26328
new need,26328
basketball play,26328
need play,26328
basketball need play,26328
need shirt,26328
i old,26329
i iphone old,26329
years i iphone,26329
years i,26329
iphone old,26329
i iphone,26329
not do,26330
understand you,26330
understand not,26330
do you,26330
i not,26330
do you,26330
n’t do i,26332
good do,26332
think it good,26332
it think do,26332
it think,26332
n’t do,26332
friends great,26333
great friends i,26333
great lot i,26333
i great,26333
great friends,26333
great friends,26333
you me,26334
you told,26334
me already,26334
already you,26334
you me,26334
you told,26334
like maybe therapy,26339
therapy you like,26339
you therapy,26339
you maybe like,26339
you therapy,26339
like therapy,26339
work how,26340
mcdonald work ?,26340
mcdonald work how,26340
? work how,26340
mcdonald work,26340
how work,26340
do there not,26341
not do there,26341
i do,26341
do work,26341
work not there,26341
work not i,26341
better job,26342
job looking,26342
places looking better,26342
i better,26342
better places,26342
i job,26342
my son,26344
go my,26344
getting go,26344
getting ready swimming,26344
son ready,26344
getting ready,26344
i lot,26348
😉 friends,26348
friends i,26348
i lot friends,26348
😉 lot,26348
lot i friends,26348
son old,26349
how son,26349
how old son,26349
how son ?,26349
old ?,26349
? son,26349
? name his,26351
what his ?,26351
name his,26351
name ?,26351
his ? name,26351
name his what,26351
? you,26354
how hi ?,26354
how hi,26354
? you,26354
doing you how,26354
how hi,26354
when die,26356
die i,26356
die i did,26356
i i ?,26356
die ? i,26356
die ? i,26356
is cancer,26360
it answer is,26360
cancer it,26360
it is,26360
seems answer,26360
seems it,26360
i retired retired,26362
retired retired,26362
retired retired,26362
yes retired retired,26362
i yes retired,26362
retired retired,26362
speaking i afraid,26364
speaking die m,26364
m frankly,26364
die frankly,26364
frankly speaking,26364
i die,26364
now retired i,26365
retired retired,26365
i retired,26365
retired retired,26365
retired now retired,26365
i retired,26365
? pension high,26367
high pension ?,26367
pension got high,26367
pension ? got,26367
? got pension,26367
got ?,26367
know i,26368
hide clothes,26368
hide i,26368
they hide i,26368
many how know,26368
how many know,26368
bathroom s,26370
guy bathroom s,26370
guy s bathroom,26370
who bathroom guy,26370
s who bathroom,26370
bathroom guy,26370
got so hides,26371
clothes hides,26371
so bathroom ?,26371
who clothes,26371
so clothes guy,26371
so who clothes,26371
uh best,26372
best i,26372
uh got best,26372
got i best,26372
best i uh,26372
uh got i,26372
small ? you,26374
small you,26374
small you,26374
? town you,26374
? town,26374
small ?,26374
me sorry,26377
me mud sorry,26377
clear mud sorry,26377
mud clear,26377
clear sorry,26377
clear sorry mud,26377
know beer you,26378
beer justin highly,26378
underrated you beer,26378
beer know,26378
justin beer,26378
you highly musician,26378
bio short,26384
my bio short,26384
transportation short,26384
short motorbike transportation,26384
my motorbike,26384
transportation short,26384
thanks m i,26385
fine m i,26385
m i,26385
thanks fine i,26385
you m thanks,26385
thanks m fine,26385
doing how you,26386
doing how,26386
how doing,26386
you ?,26386
doing you ?,26386
? how,26386
house sparkling my,26388
my sparkling,26388
house sparkling,26388
my sparkling,26388
clean house sparkling,26388
house clean my,26388
spain food,26391
spain food,26391
m food my,26391
food m,26391
i spain,26391
favorite food spain,26391
food ?,26392
? what,26392
? favorite what,26392
favorite food,26392
what food,26392
favorite ?,26392
i lot,26393
i lot actually,26393
like i,26393
yes lot,26393
i like,26393
yes like,26393
it today,26394
? it,26394
going how it,26394
? how going,26394
how it s,26394
it how ?,26394
day i,26396
i off today,26396
day i today,26396
i day off,26396
today i,26396
day today,26396
racing watch,26397
watch nascar ufc,26397
i ufc time,26397
watch nascar like,26397
nascar time,26397
time ufc,26397
do time ?,26398
what ? you,26398
free time what,26398
free do ?,26398
? free,26398
free time do,26398
like   also,26399
also fishing,26399
also go,26399
also shopping like,26399
fishing   like,26399
  go like,26399
skin i,26400
light try,26400
also guess,26400
guess try also,26400
try also,26400
also skin i,26400
do ? you,26401
you ?,26401
do job,26401
? job do,26401
? you job,26401
? job,26401
you big,26402
big brown,26402
brown big you,26402
eyes brown funny,26402
big eyes you,26402
funny you,26402
i go,26403
i mean,26403
mean go,26403
you i go,26403
go mean i,26403
work i,26403
mean i what,26404
mean yeah,26404
what you yeah,26404
you i know,26404
you i what,26404
yeah you,26404
you job,26405
you ?,26405
you job ?,26405
job you do,26405
job ?,26405
do you,26405
  i,26406
i work glorified,26406
work i glorified,26406
publishing glorified,26406
work publishing,26406
secretary glorified publishing,26406
i worker,26408
construction worker m,26408
m construction worker,26408
worker construction i,26408
i m,26408
m i worker,26408
my i lifetime,26409
jobs my,26409
lot different i,26409
lifetime i my,26409
jobs lot i,26409
jobs i different,26409
years i i,26410
since old,26410
years old,26410
since i,26410
i i,26410
old i i,26410
m still,26412
i i lot,26412
i music,26412
i school lot,26412
i still,26412
still do,26412
you pllay,26414
you do,26414
instruments ?,26414
? you,26414
do you,26414
pllay instruments,26414
relax can play,26415
i play,26415
play i,26415
relax want play,26415
piano i,26415
i piano,26415
? day,26416
day how going,26416
? going,26416
? how,26416
day ?,26416
day going how,26416
i recently stuffy woke,26417
i outside m woke weather now stuffy,26417
weather outside i woke i recently,26417
i now go,26417
now stuffy outside i recently i go m i,26417
go now i m recently bath i i stuffy,26417
already construction yeah,26419
already yeah,26419
worker construction,26419
yeah worker already,26419
said worker i,26419
worker already,26419
what ?,26420
you city ?,26420
? you,26420
what you city,26420
city ?,26420
you city ?,26420
🙈 i,26422
i understand 🙈,26422
you understand i,26422
🙈 you understand,26422
i you,26422
i 🙈,26422
how old,26423
how you ?,26423
old ?,26423
old how,26423
? how,26423
? old,26423
teacher bio gym,26427
short retired,26427
retired gym bio,26427
gym teacher retired,26427
gym retired,26427
short gym,26427
🙈 you i,26429
understand you,26429
you i,26429
🙈 understand,26429
i understand,26429
you i,26429
yourself me,26431
yourself 👋,26431
yourself me,26431
tell me yourself,26431
tell me,26431
tell me yourself,26431
rollercoasters love,26433
i rollercoasters huge,26433
swimmer ❤,26433
rollercoasters i,26433
swimmer huge rollercoasters,26433
rollercoasters ❤,26433
like chicken i,26439
chicken like i,26439
i like tldr,26439
i tldr,26439
tldr like,26439
chicken tldr i,26439
understand you,26441
you understand 🙈,26441
you 🙈,26441
🙈 i you,26441
understand i,26441
understand i you,26441
? night going,26442
night going,26442
going how night,26442
how going ?,26442
night going,26442
? how night,26442
do diet ?,26445
do diet,26445
? diet,26445
you lot ?,26445
diet do,26445
do diet,26445
i no do,26447
i no much,26447
i love i,26447
do much i,26447
do tacos no,26447
much do too,26447
tacos i,26448
love love,26448
love i tacos,26448
tacos love eat,26448
i tacos,26448
love love,26448
diet ?,26449
do ?,26449
you do,26449
diet do,26449
? do diet,26449
diet do,26449
eat like,26451
healthy like,26451
healthy eat i,26451
i do,26451
eat i healthy,26451
like eat,26451
love listen britney,26455
i i like,26455
i britney spears,26455
like listen,26455
like i,26455
spears like spears,26455
she ’s nice,26456
yeah nice,26456
yeah nice,26456
nice she,26456
yeah nice,26456
nice she,26456
listen spears i,26457
i listen love,26457
britney spears,26457
listen 😄,26457
britney i britney,26457
😄 love spears,26457
do you big,26458
? do you,26458
big family do,26458
? big,26458
you do,26458
? family,26458
not i,26460
not i,26460
i do,26460
not i do,26460
do not,26460
not i do,26460
though ’s it,26464
it fun,26464
though ’s it,26464
though it,26464
fun though ’s,26464
’s fun though,26464
spears spears listen,26465
love love i,26465
love i,26465
spears britney love,26465
love britney,26465
love britney,26465
i curls,26468
envy curls,26468
though curls,26468
curls though i,26468
though i,26468
envy though i,26468
i no,26470
do i,26470
no n’t i,26470
n’t i no,26470
i n’t do,26470
i n’t,26470
them dad,26471
love we my,26471
i them though,26471
i my allergy,26471
love my,26471
i though,26471
do you,26473
? you,26473
you ? pets,26473
? do you,26473
? you,26473
do pets,26473
big i,26475
big dogs ’m,26475
dogs big ’m,26475
fan dogs very,26475
big very ’m,26475
’m fan dogs,26475
what do,26478
have kind you,26478
you dog,26478
do ? you,26478
have dog,26478
you what,26478
love dogs i,26481
😁 dogs,26481
love 😁 dogs,26481
i dogs,26481
😁 i dogs,26481
dogs love i,26481
animals lol all,26482
animals all,26482
lol i,26482
all i,26482
lol i all,26482
animals all,26482
love animals dogs,26483
animals love 🙂,26483
i especially,26483
animals love dogs,26483
animals dogs,26483
dogs especially animals,26483
dogs too me,26484
i love dogs,26484
me too love,26484
i dogs,26484
love me,26484
i dogs,26484
i are hope,26489
i are,26489
hope i are,26489
hope i,26489
i you,26489
i hope you,26489
it ?,26490
it ?,26490
it weed,26490
weed guys it,26490
it ? guys,26490
guys it ?,26490
low no cliches,26491
🙂 there,26491
🙂 low no,26491
there 🙂,26491
cliches no 🙂,26491
🙂 there no,26491
i story,26495
story little,26495
little home my,26495
story my work,26495
i work little,26495
story home work,26495
people my,26497
i people,26497
people live i,26497
people live my,26497
people my i,26497
i people,26497
going it s,26498
? it,26498
? how it,26498
s today ?,26498
? today,26498
going it,26498
? you doing,26500
doing what,26500
? what,26500
doing ?,26500
doing you ?,26500
you ?,26500
my little lawyer,26502
want little story,26502
my want story,26502
my lawyer story,26502
little lawyer,26502
lawyer story,26502
you understand 🙈,26504
🙈 understand you,26504
🙈 i you,26504
understand i,26504
you 🙈 i,26504
i 🙈,26504
do ? do,26506
? do you,26506
do how do,26506
do you ?,26506
do ? you,26506
do do you,26506
me music,26507
me i,26507
i lot music,26507
like i me,26507
i music,26507
me music,26507
two ?,26512
you married,26512
you ?,26512
you two ?,26512
you two,26512
married ?,26512
mean what know,26515
i mean,26515
you mean,26515
you what mean,26515
know i you,26515
what i know,26515
me 👋,26516
yourself me hello,26516
hello tell,26516
tell 👋,26516
hello yourself,26516
tell 👋 hello,26516
you ? long,26517
long biking,26517
how long,26517
long biking,26517
? how long,26517
how ? biking,26517
afraid heights long afraid heights do like you,26518
afraid like ? not heights afraid heights heights i not,26518
afraid ? do not i like heights i,26518
heights do i i like you not,26518
heights afraid like long,26518
deathly you heights long i ? afraid not,26518
mean ?,26519
do ?,26519
what do,26519
mean do,26519
you do mean,26519
mean do ?,26519
i i,26520
i i tall,26520
i tall tall,26520
tall i tall,26520
tall tall,26520
tall i,26520
you alcohol,26521
do you,26521
alcohol ?,26521
you ?,26521
? drink,26521
do ?,26521
drink animal i you coffee yes,26522
do i i,26522
drink lot you ? yes party,26522
party i you lot i yes,26522
i do you animal ?,26522
do coffee yes ?,26522
me you,26523
me still,26523
you still,26523
you me still,26523
me you,26523
still ? me,26523
what i,26527
i sure,26527
not you,26527
you mean not,26527
you mean sure,26527
you not what,26527
afraid you ?,26528
? you heaights,26528
heaights ?,26528
? you,26528
heaights you,26528
? you,26528
i heights,26529
heights i,26529
heights afraid,26529
heights i heights,26529
i i afraid,26529
afraid afraid heights,26529
? what,26530
what you,26530
you what like,26530
what you,26530
what color ?,26530
? you like,26530
color i,26531
color like,26531
like like i,26531
i like,26531
like blonde color,26531
color like,26531
you still,26532
? you,26532
still me,26532
still you,26532
me you,26532
? you,26532
eater i professional,26534
want eater professional,26534
eater want professional,26534
i eater want,26534
i want,26534
professional want,26534
mean ?,26535
do you what,26535
you do ?,26535
mean do,26535
do ?,26535
? you,26535
do love,26536
bit i,26536
nut love do,26536
bit do,26536
i do,26536
i love,26536
? eat,26537
eat ?,26537
what you ?,26537
eat what,26537
what you ?,26537
what you eat,26537
cake chicken i,26538
cake chocolate fried,26538
chicken fried,26538
eat cake chicken,26538
chicken fried chocolate,26538
cake chicken,26538
i mountain,26539
biking i enjoy,26539
enjoy hobby mountain,26539
i hobby biking,26539
mountain i enjoy,26539
enjoy biking,26539
alcohol drink,26540
do drink alcohol,26540
drink not do,26540
alcohol i,26540
i not,26540
alcohol drink,26540
father construction,26541
father worker,26541
my construction,26541
construction my,26541
my worker father,26541
my construction father,26541
color hate i,26542
pink hate color,26542
color hate,26542
i pink,26542
pink color,26542
color hate,26542
coffee i,26543
coffee lover i,26543
huge coffee,26543
coffee huge,26543
lover coffee huge,26543
i huge,26543
love cake chocolate,26544
❤ i chocolate,26544
❤ i,26544
❤ chocolate,26544
cake i ❤,26544
love i,26544
person dessert,26545
i total,26545
dessert person,26545
person i,26545
dessert total person,26545
person dessert,26545
lover huge coffee,26546
coffee huge i,26546
i coffee huge,26546
huge lover,26546
lover i huge,26546
i lover huge,26546
cake love ❤,26547
cake ❤,26547
cake i,26547
❤ chocolate,26547
i chocolate,26547
chocolate love,26547
not i though,26548
though i good,26548
not it,26548
not though it,26548
not good it,26548
though not good,26548
yourself tell,26550
tell 👋,26550
tell 👋 me,26550
yourself 👋,26550
me yourself 👋,26550
👋 tell me,26550
me something,26551
something sad,26551
me 😞,26551
make something,26551
me 😞,26551
make me,26551
i somalia,26553
live united,26553
somalia states,26553
somalia united states,26553
united born somalia,26553
i live,26553
i when i me my marry forced when,26554
helped when marry aunt forced me,26554
helped i me when,26554
i escape marry helped forced,26554
when i when helped marry escape me forced aunt,26554
my when helped escape forced aunt,26554
someone will,26556
i sure you,26556
someone you,26556
soon sure,26556
will i find,26556
someone i find,26556
you ? like,26557
you do shopping,26557
do you,26557
like you shopping,26557
you ?,26557
shopping ? like,26557
work not i,26560
i not do,26560
work i waitress,26560
work waitress do,26560
work not i,26560
waitress i work,26560
very i,26563
i very,26563
i person,26563
person very,26563
i person,26563
very person i,26563
you ?,26564
so you ?,26564
so do,26564
think so ?,26564
so ?,26564
think ? do,26564
i loser,26565
i loser,26565
i think,26565
i think,26565
i think i,26565
i loser,26565
i estate real,26567
i estate real,26567
estate real i,26567
estate agent i,26567
agent real,26567
agent real estate,26567
no not musician,26569
no not musician,26569
i musician,26569
not musician,26569
not no i,26569
not no i,26569
will who you,26572
you sure,26572
that who,26572
will i find,26572
that find,26572
that sure you,26572
looking out i,26574
i use looking,26574
use i,26574
looking hand,26574
looking out use,26574
get i,26574
not what,26576
not i sure,26576
mean i you,26576
you what,26576
mean you,26576
what you mean,26576
? how life,26577
? life yo,26577
how yo ?,26577
? how yo,26577
yo life,26577
yo ?,26577
all hi,26578
there ?,26578
how hi ?,26578
there how,26578
you cool,26578
all you,26578
great my,26579
do great,26579
you do want,26579
want do great,26579
great my friend,26579
want do my,26579
what george ?,26581
? my,26581
my what,26581
my what name,26581
? name,26581
what george,26581
name 😔 okay,26582
what name 😔,26582
😔 okay,26582
😔 name,26582
name okay,26582
name okay,26582
? name,26583
what george,26583
my name name,26583
george ?,26583
what my ?,26583
george name ?,26583
my molly,26584
molly name what,26584
name what,26584
molly name what,26584
my name,26584
my what,26584
💙 you how,26588
💙 how you,26588
how 💙,26588
doing how you,26588
💙 you,26588
hey 💙,26588
married super,26589
i super,26589
married baby,26589
model married,26589
chill model baby,26589
married model chill,26589
? how old,26590
old how,26590
? how,26590
how ?,26590
old you ?,26590
? you old,26590
num live,26591
live i,26591
i num,26591
live big i,26591
big house,26591
house i num,26591
bee i,26592
bee i farm,26592
farm i,26592
bee farm,26592
i i,26592
live farm,26592
covered tattoos,26594
tattoos scary truck,26594
scary num i,26594
i drive tattoos,26594
scary i covered,26594
truck covered,26594
❤ miss i,26595
you i,26595
miss ❤,26595
i ❤ miss,26595
❤ i,26595
❤ you,26595
what favorete ?,26596
favorete what food,26596
favorete ?,26596
food favorete what,26596
favorete what,26596
favorete what,26596
not fruit,26597
veggies definately you,26597
veggies 💒,26597
not fruit,26597
veggies you i,26597
not i,26597
my favorite,26598
favorite i,26598
vegan i,26598
my m,26598
food vegan,26598
i favorite vegan,26598
ever ate ?,26599
ate ever you,26599
it you,26599
? ever,26599
it ate ever,26599
ever ate it,26599
food i like,26600
i like italian,26600
i like,26600
italian i,26600
like i food,26600
i like,26600
big how family,26601
? family,26601
? big,26601
big ?,26601
big how,26601
how big,26601
close family zero,26602
close m i,26602
to close family,26602
i close family,26602
zero i,26602
ve m i,26602
close me family,26603
😣 no me,26603
i close me,26603
family 😣 i,26603
family me,26603
i close,26603
you 🙈,26605
i understand,26605
you i 🙈,26605
i 🙈 you,26605
i understand you,26605
understand you i,26605
live i,26607
live i,26607
florida live,26607
coast florida i,26607
florida coast,26607
i coast,26607
guess try,26608
activity guess my,26608
my favorite,26608
favorite activity,26608
guess try,26608
guess activity,26608
climbing you funny,26610
funny rock,26610
rock you funny,26610
funny rock you,26610
you rock climbing,26610
you climbing rock,26610
i understand,26612
you i understand,26612
you 🙈,26612
i you 🙈,26612
i you 🙈,26612
i 🙈 you,26612
what ?,26613
do you like,26613
what fun,26613
like do,26613
like you,26613
you ? what,26613
m i,26615
m firm  ,26615
huge law firm,26615
m law  ,26615
huge i  ,26615
firm i,26615
guess try,26616
i also,26616
like try,26616
also i,26616
also try,26616
guess also,26616
you hiking funny,26618
you hiking,26618
funny hiking,26618
go hiking spring,26618
spring go funny,26618
you hiking,26618
you understand,26620
understand i,26620
you i 🙈,26620
i understand you,26620
i 🙈,26620
understand i,26620
coffee starbucks,26622
my coffee ?,26622
coffee starbucks,26622
starbucks coffee,26622
? starbucks,26622
it ? my,26622
how going day,26627
how ?,26627
? day,26627
how day going,26627
? day going,26627
how going day,26627
my tldr transportation,26629
motorbike my transportation,26629
transportation my motorbike,26629
transportation my,26629
transportation motorbike my,26629
tldr transportation my,26629
love dogs ’m much got doing fantastic i i,26631
i much i play doing fantastic love got ’m,26631
i got fantastic play ’m dogs doing much i love,26631
’m got much dog i dogs,26631
dog i dogs got doing i,26631
i i dogs love i got much fantastic play dog,26631
dog play cute,26632
go cute,26632
go play cute,26632
go dog,26632
play go,26632
play go cute,26632
going night,26633
night ? going,26633
night how,26633
how ?,26633
? night going,26633
? night,26633
tv watching,26634
tv casual shows,26634
watching tv shows,26634
shows tv casual,26634
shows casual tv,26634
tv casual,26634
i even prompting app short write,26635
app stories though i ask,26635
help ask prompting short though write even i i app,26635
i even ask though short write help i stories,26635
though ve app prompting i stories,26635
app i write i,26635
ve skin guess,26636
light guess i,26636
ve light guess,26636
i skin,26636
skin light,26636
i guess,26636
eyes brown you,26638
big eyes,26638
you brown big,26638
funny you,26638
you funny brown,26638
you brown,26638
pretty  ,26640
cool  ,26640
cool yeah  ,26640
pretty yeah,26640
pretty  ,26640
pretty   cool,26640
my recognize,26641
my dogs,26641
recognize my barely,26641
my barely,26641
barely me my,26641
dogs me,26641
you ?,26643
big family do,26643
do ? family,26643
you big do,26643
family ?,26643
you big,26643
’m hear sorry,26646
i hear sorry,26646
i ’m sorry,26646
i hear ’m,26646
i hear ’m,26646
hear ’m sorry,26646
one i,26647
brother one i,26647
i one,26647
sisters one,26647
one sisters i,26647
one sisters i,26647
professor dad,26648
dad college,26648
professor local dad,26648
local dad professor,26648
local professor college,26648
professor dad,26648
  cool yeah,26650
pretty cool  ,26650
cool pretty  ,26650
pretty cool yeah,26650
yeah pretty  ,26650
yeah  ,26650
barely recognize,26651
my me barely,26651
recognize my,26651
barely my dogs,26651
me barely,26651
barely recognize me,26651
? how,26652
s ?,26652
s ? it,26652
s going,26652
? going,26652
s ? going,26652
’s great doing,26653
great doing ’s,26653
doing it great,26653
it doing ’s,26653
great doing ’s,26653
’s doing it,26653
like ? you,26655
you like,26655
? you like,26655
do like singing,26655
you ?,26655
do singing,26655
chorus my,26656
school chorus,26656
school i chorus,26656
my school sing,26656
my school,26656
i school,26656
lol i tacos,26657
i tacos lol,26657
tacos like i,26657
lol i,26657
no tacos,26657
no lol like,26657
cucumbers can,26658
weather can,26658
i weather,26658
weather can unless,26658
cold not,26658
grow can,26658
i bye got,26660
i go,26660
go ’ve i,26660
i ’ve,26660
got ’ve,26660
’ve got,26660
? you,26661
now leaving you,26661
you now,26661
? you,26661
you leaving,26661
leaving now,26661
you hi how,26664
doing hi how,26664
doing you hi,26664
doing how,26664
you how doing,26664
how hi,26664
do what ?,26671
do ?,26671
do what,26671
? what,26671
what do you,26671
do you,26671
do you what,26673
living do,26673
what ?,26673
you living ?,26673
what do,26673
do ?,26673
too like i,26676
too i,26676
too chocolate,26676
too i like,26676
chocolate like,26676
i like too,26676
do 😉,26677
do fun 😉,26677
fun 😉,26677
you 😉 what,26677
😉 do what,26677
😉 you fun,26677
mean you,26679
mean know what,26679
know mean what,26679
know you,26679
what mean know,26679
mean know what,26679
up s,26681
up s ?,26681
up what,26681
s ?,26681
up s,26681
what s up,26681
work children,26683
work bank children,26683
children i already,26683
children work already,26683
already work,26683
already work i,26683
old how ?,26686
how you ?,26686
you old,26686
how ? old,26686
? old,26686
how you old,26686
i ?,26687
i you m,26687
i ?,26687
i ? m,26687
m ?,26687
i you,26687
wrong what well,26694
? what,26694
wrong what ?,26694
wrong what ?,26694
what well,26694
well ?,26694
also guess,26696
guess old,26696
try old i,26696
guess years i,26696
i years try,26696
years old expecting,26696
twins months,26698
twins months funny,26698
two twins funny,26698
funny two,26698
funny you,26698
funny you,26698
grandchildren  ,26700
? grandchildren,26700
love grandchildren we,26700
you we,26700
like do,26700
we you,26700
summer my,26701
favourite my summer,26701
favourite activity,26701
favourite activity,26701
summer favourite my,26701
my summer activity,26701
🤣 what restaurant,26702
🤣 what,26702
🤣 restaurant,26702
restaurant what,26702
favorite 🤣 what,26702
🤣 favorite what,26702
bye cafe well,26703
cafe one,26703
here well bye,26703
i know,26703
bye i one,26703
one here,26703
also guess  ,26708
  also guess,26708
  i also,26708
i bought,26708
i bought try,26708
i try,26708
? nice you,26709
see how ?,26709
see you ’s,26709
everything see hug,26709
hug how,26709
nice see everything,26709
fine you ?,26711
? you,26711
? you how,26711
everything fine you,26711
how fine ?,26711
fine you,26711
i days,26712
you my,26712
days thank,26712
you i fine,26712
thank you,26712
days you i,26712
what free ?,26713
time you,26713
do you,26713
? free time,26713
do free,26713
do do,26713
love spend,26714
spend i love,26714
time my,26714
spend i,26714
my love,26714
my spend,26714
my spending,26715
time my,26715
love time,26715
love spending,26715
love family i,26715
i my time,26715
second i,26717
double stunt,26717
i it,26717
taken second stunt,26717
stunt second,26717
taken it,26717
fun kind,26719
kind also,26719
nurse baby,26719
also i,26719
also fun delivery,26719
fun baby delivery,26719
i interesting nurse,26720
interesting nurse,26720
💉 interesting,26720
nurse interesting subject,26720
interesting subject nurse,26720
💉 nurse subject,26720
my my,26722
i dogs like,26722
my dogs,26722
i hobbies my,26722
i my,26722
dogs like,26722
do you dogs,26723
how many,26723
you dogs,26723
how have,26723
dogs you do,26723
? you many,26723
name dog,26724
dog i,26724
bob one,26724
it his dog,26724
name dog i,26724
it one dog,26724
? do what,26725
do you,26725
what ?,26725
you do,26725
do what,26725
you do,26725
my read,26726
my read,26726
read relax,26726
read my way,26726
my way read,26726
read way,26726
thing galore,26727
galore thing,26727
reading teach,26727
i galore,26727
books i enjoy,26727
thing reading books,26727
library find miles,26729
good day three,26729
good every i,26729
book miles good,26729
good miles walk,26729
book good i,26729
? do,26732
travel you,26732
do like,26732
? do you,26732
do you,26732
travel like do,26732
person kind,26733
kind 👤,26733
you person kind,26733
you person,26733
person my you,26733
kind person make,26733
i do,26734
no nt,26734
do nt,26734
i nt do,26734
do no,26734
do i nt,26734
? favorite what,26735
favorite what,26735
what food,26735
? food,26735
favorite food ?,26735
? what,26735
i you pizza,26736
you love how,26736
how pizza,26736
i you how,26736
😻 i,26736
i how,26736
pizza too i,26737
pizza i,26737
love too i,26737
too i,26737
i pizza,26737
i too,26737
fun pizza,26738
🎢 pizza fun,26738
pizza fun love,26738
pizza 🎢 fun,26738
fun 🎢 love,26738
love fun,26738
offer mouse,26739
mickey offer disneyland,26739
pizza love,26739
they mouse offer,26739
disneyland they,26739
offer i disneyland,26739
ever there,26740
ever ? you,26740
ever ? you,26740
you ?,26740
you there ever,26740
you ?,26740
disneyland enough i not can mouse,26741
love enough can mickey not i mouse get disneyland i,26741
mouse 🉐 enough i mickey,26741
i can mouse 🉐 mickey not get enough,26741
get mickey i i 🉐 love enough mouse disneyland not,26741
enough mouse not,26741
cancer ? you,26743
cancer survivor,26743
survivor ?,26743
? survivor,26743
you survivor cancer,26743
cancer ? survivor,26743
i wow,26745
no hey,26745
’m hey wow,26745
no wow,26745
no hey ’m,26745
’m i not,26745
champion man,26747
who i,26747
i who man,26747
i who,26747
champion who,26747
champion man,26747
’m i,26749
’m i,26749
producer ’m,26749
i music ’m,26749
music i producer,26749
producer ’m,26749
i music 😃,26750
like music,26750
music like i,26750
i music music,26750
i like i,26750
like i 😃,26750
like kind ?,26751
what do,26751
like you kind,26751
kind do like,26751
kind music,26751
most you,26751
country i,26752
all i,26752
like like,26752
music music,26752
music i like,26752
like music like,26752
i love,26753
love rap i,26753
rap love i,26753
nice love rap,26753
love nice i,26753
nice i,26753
rap i,26755
i rap,26755
like i,26755
rap i,26755
i like,26755
rap like like,26755
you like do,26758
run what,26758
you run i,26758
like run,26758
run do do,26758
do like i,26758
i civic,26759
drive i,26759
drive civic i,26759
i civic,26759
civic i,26759
drive honda i,26759
judge circuit,26763
circuit now,26763
judge courts now,26763
judge circuit,26763
now judge i,26763
circuit judge,26763
you what do,26764
what ? do,26764
do what you,26764
? you,26764
? do,26764
? what,26764
’m music,26765
i producer,26765
enthusiast producer i,26765
pizza enthusiast,26765
’m producer,26765
pizza producer enthusiast,26765
bye x okay,26767
now bye,26767
okay x bye,26767
bye x now,26767
bye okay,26767
okay now x,26767
it meet nice,26770
you meet,26770
meet nice,26770
it meet you,26770
you meet it,26770
nice meet,26770
you animals,26771
animals person do,26771
cat really,26771
really person,26771
cat really you,26771
do animals i,26771
horses hello ?,26778
you like,26778
like ?,26778
you horses,26778
horses ?,26778
horses like hello,26778
love i,26779
i horses,26779
love horses i,26779
i do i,26779
do i,26779
horses i,26779
awesome that s,26781
wow awesome,26781
that s,26781
s that wow,26781
that wow,26781
that awesome,26781
i i doctor,26783
i doctor,26783
doctor doctor,26783
doctor i,26783
doctor i,26783
i i,26783
live you where,26784
live ? you,26784
you ? do,26784
do ? you,26784
do you where,26784
you ?,26784
i city live,26785
doctor city i,26785
i live,26785
i i,26785
live city,26785
i i,26785
me you download,26789
me me you,26789
me download,26789
can me me,26789
you clone download,26789
me me,26789
idea s great,26790
great that s,26790
idea great s,26790
idea s great,26790
that great idea,26790
s that,26790
terrible idea,26791
terrible thing waste,26791
terrible idea,26791
thing great,26791
great waste idea,26791
waste terrible,26791
you how seeing,26793
how i ?,26793
how i,26793
you i anyone,26793
how i,26793
i ? how,26793
coffee do cup,26795
coffee drink,26795
coffee sometime,26795
cup do ?,26795
? you,26795
coffee ? drink,26795
i you not,26798
able going,26798
going not help,26798
able help,26798
going you m,26798
not going,26798
hear i that,26799
i hear,26799
hear that,26799
that sorry,26799
sorry i,26799
that i,26799
hear sorry i,26802
i hear sorry,26802
that hear,26802
hear that,26802
hear sorry,26802
sorry hear that,26802
it you seeing,26804
seeing you,26804
it nice,26804
nice it you,26804
you it seeing,26804
it seeing,26804
not i m,26806
singled out,26806
i singled,26806
i m,26806
singled out,26806
out not,26806
you do live,26808
where do you,26808
live where do,26808
you where do,26808
do where,26808
do live where,26808
old you how,26814
? how you,26814
you ? how,26814
how you,26814
you old,26814
old you,26814
i years old,26817
m years i,26817
years old,26817
years m old,26817
years old m,26817
m i years,26817
into ?,26818
into you,26818
what ?,26818
what you ?,26818
? what,26818
you what into,26818
local volunteer soup,26819
i volunteer soup,26819
kitchen i,26819
volunteer i,26819
kitchen volunteer local,26819
i local soup,26819
music ? what,26821
music favorite what,26821
favorite what ?,26821
favorite music,26821
